estado_sht,clave_sht,glg_andesita,glg_conglomerado,glg_volcanoclastico,glg_n_a,glg_aluvial,glg_brecha_sedimentaria,glg_dacita,glg_brecha_volcanica_basica,glg_brecha_volcanica_intermedia,glg_lacustre,glg_toba_basica,glg_basalto,glg_basalto_brecha_volcanica_basica,glg_toba_basica_brecha_volcanica_basica,glg_arenisca_conglomerado,glg_toba_intermedia,glg_caliza,glg_lutita_arenisca,glg_caliza_lutita,glg_metasedimentaria,glg_porfido_riolitico,glg_travertino,glg_toba_acida,glg_basalto_toba_basica,suelo1_feozem,suelo1_luvisol,suelo1_andosol,suelo1_n_a,suelo1_vertisol,suelo1_fluvisol,suelo1_planosol,suelo1_litosol,suelo1_regosol,suelo1_cambisol,suelo1_solonchak,suelo1_histosol,suelo1_gleysol,suelo1_acrisol,suelo1_rendzina,suelo1_castanozem,suelo2_andosol,suelo2_feozem,suelo2_litosol,suelo2_vertisol,suelo2_n_a,suelo2_planosol,suelo2_luvisol,suelo2_ninguno,suelo2_gleysol,suelo2_fluvisol,suelo2_cambisol,suelo2_solonchak,suelo2_histosol,suelo2_regosol,suelo2_rendzina,suelo2_acrisol,suelo2_chernozem,suelo2_castanozem,usv_10101040104,usv_20201010400,usv_20201020600,usv_21302030300,usv_10101040103,usv_10102040104,usv_30000000031,usv_20105010400,usv_20202010400,usv_10101010304,usv_20105020600,usv_30000000032,usv_20104010400,usv_20201010500,usv_10102040102,usv_20103010400,usv_20105020500,usv_20906010400,usv_10102040204,usv_20103020600,usv_20104020600,usv_10301030304,usv_10201040304,usv_20103020500,usv_10103040104,usv_20104020500,usv_30000000030,usv_20202020500,usv_21007030400,usv_21201030300,usv_20802010400,usv_20202020600,usv_20907010400,usv_20301010400,usv_20602020600,usv_20602020500,usv_20301020600,usv_20905010400,usv_20301020500,usv_21301030300,usv_20602010400,usv_10102040103,usv_20106020500,usv_20106020600,usv_21002010400,usv_20804010400,slope_min,slope_max,slope_median,slope_mean,slope_sd
Estado de Mexico,E-003,992.9183303902839,498.74237024506334,60.608750422224034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1549.1010455165247,3.1684055411045673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376.88892783077824,3.1684055411045673,602.2604023119364,569.9517153738101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247.57860597624105,216.6830944428755,229.19075078975717,858.8169998487651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.416325787122879,11.95507246845074,5.38813434624817,5.559807502925004,2.897416016599029
Estado de Mexico,E-002,1357.0761495485078,0,1571.7819691815225,29.547429423279688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1355.7278151256883,574.0461275608494,91.98896542924065,35.94670403829677,900.6959359994045,0,0,0,0,0,0,0,0,0,0,0,1233.725688455736,666.0350929900901,0.47101460897121583,121.53111206098106,35.94670403829677,900.6959359994045,0,0,0,0,0,0,0,0,0,0,0,0,571.8816811505302,895.81120044012,250.0360302304203,206.03344194139333,169.27173379230985,834.6320083195085,30.739452279225926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27229793577292,12.476709796822423,3.641695339681181,4.149684950434635,3.1378527127942504
Estado de Mexico,E-006,784.4610601356001,9.92332088603049,248.9177757889637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271.21632649449157,367.13350578223356,404.9523245339513,0,0,0,0,0,0,0,0,0,0,0,0,0,175.26828408802217,772.0858303161849,8.523973596910107,87.42406880955929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284.48883951195637,424.23161196215153,212.9062640298335,49.56055099612223,0,72.11489031064212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40648355660692,12.130077738462,5.969554977616778,6.419207741887866,2.874803281067051
Estado de Mexico,E-004,26.844140293920415,395.9710277710505,252.55017849081844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367.76579537120466,253.96712045072317,53.6324307338629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307.59955118458606,367.76579537120466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.23602000909415,0,256.217028030381,328.66409499355086,0,0,0,3.093310707139224,64.15489281566478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3158539071671074,10.208318940908011,2.5014965518877865,3.6393811922452204,2.6147669980244608
Estado de Mexico,E-005,319.2517311319504,92.04278620134109,200.5321499867482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.271784022290744,249.3119274926007,353.2429558051262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602.5548832977269,9.271784022290744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.978880013118126,96.41181321408935,254.92098432056443,27.560423429725752,0,0,0,86.9345992661599,142.01996707635084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4497997748553273,14.674325510606433,7.229348352791211,7.0204932082885385,3.0587909290060993
Estado de Mexico,E-007,731.1131114512996,0,0,0,26.011934157225863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.88342250207738,0,671.2416231064395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671.2416231064395,0,85.88342250207738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.026040056549384,292.9977192606893,0,0,0,0,0,259.66430557682565,165.4369807144486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0597054331255005,11.333609248510573,5.71575841842444,5.955586467093718,1.9685318508451892
Estado de Mexico,E-008,1962.2610862162994,0,110.48272184478758,0,0,2.6236730281081053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.910193051041476,2.6722650833666326,2058.7850229547776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1854.7144351951256,13.910193051041476,0,0,0,206.74285284301862,0,0,0,0,0,0,0,0,0,0,0,101.16851632930013,152.78825570686507,27.262670269260372,0,616.6345307708111,0,0,904.5729677894028,272.94054022346177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5591120482280965,12.978609114362685,5.9233333047802486,6.074476324194727,2.5041525931347173
Estado de Mexico,E-010,0,0,2141.950406521863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678.011969026318,452.2509607603036,0,11.687476735086275,0,0,0,0,0,0,0,0,0,0,0,0,3.592820711807907,448.6581400484957,1678.011969026318,0,11.687476735086275,0,0,0,0,0,0,0,0,0,0,0,0,0,19.876636826183532,0,795.4257738671582,850.1614617721281,0,0,10.11311523789065,231.2508808241321,110.5532856024895,124.56925239193876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4490794450957929,3.8017934916917957,1.940910803581097,2.0221034926033834,0.6766027555357176
Estado de Mexico,E-001,1811.928252302729,0,906.8692131543474,0,277.32276039094256,8.728197570062662,1.3718697919587257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945.9909696738447,591.3356789591431,1046.4640523655942,22.036129940486152,400.393462271009,0,0,0,0,0,0,0,0,0,0,0,154.36419847293647,1138.3564661320486,0,683.1299850654141,22.036129940486152,400.393462271009,108.4967861354941,499.44326519268867,0,0,0,0,0,0,0,0,0,0,660.3896131697599,483.77403354913554,334.24767451691025,66.27002248796768,66.46386346556172,619.2032462365765,22.561387224265935,460.2086181821462,258.66538939171136,0,34.43644498633398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24657660222712263,11.967802472835418,3.9338762598082475,4.383363814587145,2.9719199445819964
Estado de Mexico,E-011,0,0,1345.382345516259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336.87424134682715,994.7713962618998,0,13.736707907335461,0,0,0,0,0,0,0,0,0,0,0,0,5.262248614838039,521.2476652811442,336.87424134682715,0,13.736707907335461,0,0,468.26148236591746,0,0,0,0,0,0,0,0,0,0,0.16148625683300197,0,377.5846035661088,243.96682866717575,495.61262855264584,0,0,151.54032110649266,0,31.348260192706622,0,45.16821717412528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04305440000232277,3.848999945376103,1.9553515964034949,2.014452917544747,0.7820383207990717
Estado de Mexico,E-036,535.0371889082593,0,32.85537658707481,0,0,401.21571499243163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,969.1082804877713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,969.1082804877713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559.1178122371534,0,0,0,0,0,0,44.383745407855,241.33044523923581,0,47.71916560740993,0,76.55711199614034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.544583571742701,8.010442607222338,2.956113791532476,3.5841382930418755,2.1929425738204658
Estado de Mexico,E-009,1095.714881264164,297.6377211271946,1125.333818314261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,797.4635537463431,255.5768324228709,1465.6460345362698,0,0,0,0,0,0,0,0,0,0,0,0,0,63.31561075800455,1094.9970826441972,797.4635537463431,0,0,0,562.9101735569388,0,0,0,0,0,0,0,0,0,0,0,879.6576315079253,114.76719657439455,265.71739495724347,353.36111360613063,10.432381781999458,0,0,555.2153892305089,269.74522350580935,0,0,0,69.79008954142147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5990381407747293,11.411355856253417,3.324064406045127,4.229601864902653,2.8119792833117896
Estado de Mexico,E-038,30.315613829694037,0,639.7863634661738,0,0,53.07963056333056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.79699242314007,212.7915417109769,418.5930737251508,0,0,0,0,0,0,0,0,0,0,0,0,0,556.8147824854256,85.67955891541924,0,0,0,0,80.68726645842307,0,0,0,0,0,0,0,0,0,0,0,653.7185511019854,0,0,0,0,0,0,17.406458716055752,0,0,52.05659804112632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8015000843894933,3.3266204458110433,1.999952648788012,1.9420759152968416,0.770597605110348
Estado de Mexico,E-041,0,0,1451.539775207667,0,55.5238618327247,3.192142429829389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749.1595992599258,7.911759616147692,0,0,1.2567493441658095,751.9276712499914,0,0,0,0,0,0,0,0,0,7.911759616147692,749.1595992599258,0,751.9276712499914,0,0,0,0,1.2567493441658095,0,0,0,0,0,0,0,0,0,1350.6829217105824,0,0,0,79.67122706246943,46.715810957157274,0,0,0,0,32.28142211637646,0,0,0.9043976236211136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21783893903576915,6.719563318789391,2.1729725382025173,2.519865291835064,1.6729108099974916
Estado de Mexico,E-035,105.27259232028165,0,957.2895062676175,0,0,181.67805996875848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1244.240158556761,0,0,0,0,0,0,0,0,0,0,0,0,0,824.9429766344414,418.99031476075874,0,0,0,0,0.30686716156079785,0,0,0,0,0,0,0,0,0,0,0,568.4292575616116,0,0,0,0,0,0,260.6060427495255,362.57249222668787,0,0,0,52.632366018848124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6209151961596874,10.039364027415061,2.0679543641263494,2.4936901050798075,1.7155284662711168
Estado de Mexico,E-039,0,0,2446.101603116248,0,17.39554449250102,698.5195071634612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1528.560359865187,1134.2968242649436,0,256.2857358155139,141.1877034296565,101.68603139664485,0,0,0,0,0,0,0,0,0,1134.2968242649436,1784.8460956807007,0,101.68603139664485,0,0,0,0,141.1877034296565,0,0,0,0,0,0,0,0,0,881.8529444382934,0,0,145.95038791533443,303.99101641965217,409.3297158713896,0,294.1797539552769,135.06545515169955,0,991.2364445311457,0,0.4109364893889055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6140114524465599,6.649744516859627,2.696115031954319,3.0436934918840235,1.4017493258167368
Estado de Mexico,E-031,0,0,1928.5760647772331,0,0,26.08803402301036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1783.6270433743214,25.16956286238637,145.86749256314724,0,0,0,0,0,0,0,0,0,0,0,0,1599.7064356560752,0.20683496561604553,0,0,145.86749256314724,0,0,208.88333561501645,0,0,0,0,0,0,0,0,0,0,906.9751451885681,0,27.404590488504365,0,128.56359035161094,0,0,0,67.16974946460537,0,488.0851800269291,271.4460478063915,65.01979547339603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43906193964941326,4.665339006403972,2.496243059233083,2.538213740189261,0.9309771742623203
Estado de Mexico,E-037,5.171085956610646,0,923.87181904928525,0,0,528.2962029684745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.35392098141685,0,1377.9851869926438,0,0,0,0,0,0,0,0,0,0,0,0,0,1092.527508810983,364.8115991630778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,738.6199896995427,0,0,0,0,0,0,137.289789708515,319.66931021154477,0,18.01852100580195,0,243.7414973486551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3104667134511871,5.7627772862508735,1.71571603476094,1.8838573255654858,0.9298020102414449
Estado de Mexico,E-030,0,0,1338.8265546971754,0,0,63.28134751937094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1369.076087321249,33.03181489532981,0,0,0,0,0,0,0,0,0,0,0,0,0,1125.50641621001,17.717272868906473,0,0,0,0,0,258.8842131376623,0,0,0,0,0,0,0,0,0,0,863.5116453963803,0,36.62811340014157,0,2.083755352141615,0,0,20.26964215076091,139.80972698250898,0,322.1732185065869,17.631800428075017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15403576210269124,5.409476512765017,2.3430046294868534,2.380955752197115,1.125329252756606
Estado de Mexico,E-014,97.84614342334318,0,2864.74180726678,0,44.94825652319007,246.81427986324448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037.8788502296734,2194.0691488348116,22.40248801222034,0,0,0,0,0,0,0,0,0,0,0,0,0,1360.8993133569986,273.82298245105096,1020.1643052144526,17.71454501522072,0,0,0,581.7493410389825,0,0,0,0,0,0,0,0,0,0,1232.5104787829666,142.9062131528929,670.9927256514579,380.6261496323287,51.42362201652192,0,0,90.51109577314686,569.003702601876,0,71.74185317832274,38.931272118639946,0,0,5.703374168266566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22454317113301847,5.287487125845177,1.7212580481847488,1.870318716891151,0.9643179297006391
Estado de Mexico,E-034,5.689502411263809,0,632.1839770614151,0,0,429.31978108692545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1067.1932605595584,0,0,0,0,0,0,0,0,0,0,0,0,0,917.2457381056925,0,0,0,0,0,149.94752245386613,0,0,0,0,0,0,0,0,0,0,0,305.79135065822453,0,0,0,0,0,0,335.3820129455,197.49344029647804,0,0,0,155.24284487771206,0,0,54.81536361023747,18.46824817135334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38508453460628606,8.301080630179765,3.5972503499014974,3.550846662612292,1.9701057426649815
Estado de Mexico,E-020,816.6836052295043,0,3127.163829666947,0,105.7806842135584,236.21911046881473,0,116.59297267824746,29.954540150261543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2460.6244968314295,958.2632340469539,394.7565788340732,94.35741171247922,524.3930209882772,0,0,0,0,0,0,0,0,0,0,0,394.7565788340732,0,497.2700450544731,78.07046767696067,94.35741171247922,0,2382.5540291544685,985.3862099807579,0,0,0,0,0,0,0,0,0,0,1739.3042745367188,0,190.59564757705797,1235.8702555870314,80.58585931774853,0,94.69046560648512,369.22060645014534,415.3774446822895,0,0,19.336993041652534,0,0,197.4704873895826,0,0,89.9427082186332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42402900159593715,11.728205787174621,2.0874588041486475,2.70097196461127,2.1403161902869225
Estado de Mexico,E-040,431.9509682794535,0,1052.4877216590965,0,501.69815482049734,0,135.58279995646828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304.59254214910123,365.4467015109364,0,0,0,637.0663303516187,814.6140707040706,0,0,0,0,0,0,0,0,0,0,365.4467015109364,0,576.4415345284186,0,238.17253617565206,304.59254214910123,0,637.0663303516187,0,0,0,0,0,0,0,0,0,739.3028510059332,0,0,115.81043985114846,0.3335406822450459,1108.3457275100145,23.73808071631752,0,0,0,85.07236168668662,0,0,0,0,0,0,0,49.11664326330461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07701802021640775,5.168122218986412,1.355926499014158,1.7631712427558535,1.3659107749562198
Estado de Mexico,E-043,933.6643641832825,0,193.84676404016597,0,0,223.67044979836533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.06217357535381,173.53584040665768,1065.5835640397925,0,0,0,0,0,0,0,0,0,0,0,0,0,1239.11940444645,0,0,0,0,0,112.06217357535381,0,0,0,0,0,0,0,0,0,0,0,149.15427806663084,0,0,0,453.08668833361094,0,0,371.35696428131735,0,0,0,0,0,0,0,216.29662523369342,0,0,0,5.674729187884043,155.61229291874542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1950034134204717,12.437611193055684,6.038381034549909,6.070984682483518,2.5952346316159383
Estado de Mexico,E-042,365.778960219035,0,1729.8481790849846,0,688.354871525846,753.8955867637775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.70480779520395,431.8021985105712,1242.4017072227612,14.755930360117555,0,0,1768.2129537049636,0,0,0,0,0,0,0,0,0,1244.0299036930555,430.1740020402769,0,585.1168298229824,14.755930360117555,1183.0961238819812,80.70480779520395,0,0,0,0,0,0,0,0,0,0,0,715.8719209769529,0,0,101.68075551304221,683.8250524170307,1310.7782935435744,14.763181623288565,148.63196102038853,143.10946845677952,0,0,0,0,49.68453467033282,0,352.40318091853914,0,0,0,0,17.129248453602347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06942311309637791,8.50546413791543,2.1195555731571463,2.671321152406106,2.3364285026621974
Estado de Mexico,E-029,572.2586693636829,0,0.06428602346722037,0,0,495.8891864142351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.25325359706517,894.9588882043141,0,0,0,0,0,0,0,0,0,0,0,0,0,1068.2121418013794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251.1359007672716,0.5468282293118537,0,0,0,0,0,676.2351208387574,0,0,0,0,0,0,0,0,0,0,0,0,0,140.29429196608362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.212164724433285,15.897224875229538,5.040540474196512,6.77469557895647,3.7041601485223157
Estado de Mexico,E-044,433.67742916673757,0,193.5542144800769,0,69.52159572232719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.437003260608114,186.7582079293543,505.5580281791051,0,0,0,0,0,0,0,0,0,0,0,0,0,692.3162361084594,0,0,0,0,0,4.437003260608114,0,0,0,0,0,0,0,0,0,0,0,140.08543438317523,13.087834761475005,0,0,358.47392285620765,0,0,5.151189648688207,0,0,0,0,0,0,0,100.09734076809985,0,0,0,79.85751695150982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.010711428909683,11.901340248370019,5.754361274813737,6.1660128709227635,3.0940172609403005
Estado de Mexico,E-033,415.45666728684074,0,1645.5822651770395,0,0,709.8068448562369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358.2611866244657,2412.5845906957693,0,0,0,0,0,0,0,0,0,0,0,0,0,1921.4311596811945,0,0,0,0,0,849.4146176390407,0,0,0,0,0,0,0,0,0,0,0,1084.9205605410166,0,0,0,117.93701061409712,0,0,634.4606557100108,230.8873591088012,0,0,0,27.233808832836523,0,0,479.2281082953943,196.1782742179356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6018162786639005,12.712178436368497,3.2866037438377393,4.366994912659072,2.7589337428708083
Estado de Mexico,E-026,206.63836915425136,0,0,0,0,469.8060820335105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291.96987069997397,384.4745804878348,0,0,0,0,0,0,0,0,0,0,0,0,0,384.4745804878348,0,0,0,0,0,0,291.96987069997397,0,0,0,0,0,0,0,0,0,0,62.8795841264308,0,0,0,354.3731909472854,0,0,56.24469695427483,94.26692911424283,0,0,0,108.68005004554861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8989286691040419,5.886665687052256,3.05487437839082,3.339988093163512,1.051060257708003
Estado de Mexico,E-032,906.8877217400063,0,1293.565832393683,0,0,1216.5998788808668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.58655076981054,1179.4399456256842,2178.0269366189104,0,0,0,0,0,0,0,0,0,0,0,0,0,3272.8743611742534,52.827343019171806,59.58655076981054,0,0,0,29.62253965844787,2.1426383927216754,0,0,0,0,0,0,0,0,0,0,776.0039105851259,0,0,0,157.91890121561244,0,0,1404.8019972458746,214.73964069693108,15.945103393745423,0,0,46.05818301633671,0,0,671.5593536665174,0,0,0,0,0,130.02634319434856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10891986313398738,14.10618925431433,3.395429582352673,4.264867337742714,2.507956411780083
Estado de Mexico,E-059,0,0,2352.0660359734043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2065.6062215723045,0.007074585698172451,286.4023386087789,0.050401206718198956,0,0,0,0,0,0,0,0,0,0,0,83.13259625945591,0,760.3423242364424,0,286.4023386087789,0,0,1222.1887768688227,0,0,0,0,0,0,0,0,0,0,456.7437139875922,0,128.3643448426129,746.2561679667125,211.33517349234035,0,0,0,0,0,0,317.06281054662077,0,492.3038251375991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7489060710132835,5.536885149124096,2.1562607926303996,2.4184447084632295,1.0481634414884615
Estado de Mexico,E-046,604.2310424979106,0,453.1849197053278,0,83.5314763823892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.0709127852495,217.47647557822575,738.4000502222001,0,0,0,0,0,0,0,0,0,0,0,0,0,955.8765258004258,0,0,0,0,0,0,0,0,185.0709127852495,0,0,0,0,0,0,0,0,318.38166511595426,331.9108922342323,0,0,466.9832972572437,0.1643092804095708,0,0,0,0,0,0,0,0,0,23.507274697690168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3516850206109523,11.083830609964872,5.55783220499479,5.409198173970028,2.45146462224156
Estado de Mexico,E-015,1714.8479421048519,0,2535.9192437564216,0,0,257.68631786090805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367.13328058951515,1526.73448402162,2572.2148390150633,42.37090009613354,0,0,0,0,0,0,0,0,0,0,0,0,2983.0465989088843,2.6890580924941228,367.13328058951515,0,42.37090009613354,0,0,1113.2136660353049,0,0,0,0,0,0,0,0,0,0,752.1944599308481,222.228202168456,435.77866809781324,327.1702958452275,332.2782220913065,0,42.50291899751127,791.5661693781851,305.97967366165267,0,233.1350276339436,0,418.43493055554427,0,0,389.44025589748355,0,0,0,0,54.09564794841688,203.64903151595254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241256976278309,16.051271092541608,2.794430281297195,3.677719776737117,2.6951953115187215
Estado de Mexico,E-025,676.5267234985054,0,42.45829175418866,0,0,489.9387967946106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264.33305508354835,944.5907569635865,0,0,0,0,0,0,0,0,0,0,0,0,0,944.5907569635865,0,0,0,0,0,0,264.33305508354835,0,0,0,0,0,0,0,0,0,0,405.7920655968264,0,3.1324529659747498,0,227.2254548596052,0,0,223.75323643143443,31.282180100933974,0,0,0,153.9370983434314,0,0,136.610433357288,0,0,0,0,0,27.190890391856993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1844144426955188,17.015034214346116,3.525846540448657,4.278184672532516,3.0829012409285244
Estado de Mexico,E-028,1314.5175183418248,0,5.975813420975366,0,0,5.778621617083066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.773649136220316,1313.4983042436124,0,0,0,0,0,0,0,0,0,0,0,0,0,1326.2719533798327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.250239465360718,14.834288817924401,0,16.709638671794906,0,0,0,411.4751118882331,0,0,0,0,0,0,0,68.84753945785945,0,0,0,0,30.111686222432432,758.0434488562686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8024244161217278,15.563487831900256,4.749422592255503,5.3635758070762085,2.925075449505196
