cvesht_edo,id_nano,alt_mean,alt_sd,densff_mean,densff_sd,prom_mean,prom_sd,slope_mean,slope_sd,glg_andesita,glg_toba_intermedia,glg_brecha_sedimentaria,glg_brecha_volcanica_basica,glg_toba_basica,glg_toba_basica_brecha_volcanica_basica,glg_aluvial,glg_basalto,glg_basalto_toba_basica,glg_volcanoclastico,glg_caliza,glg_conglomerado,glg_n_a,glg_dacita,glg_brecha_volcanica_intermedia,glg_lacustre,glg_basalto_brecha_volcanica_basica,glg_arenisca_conglomerado,glg_lutita_arenisca,glg_caliza_lutita,glg_metasedimentaria,glg_porfido_riolitico,glg_travertino,glg_toba_acida,suelo1_andosol,suelo1_cambisol,suelo1_regosol,suelo1_feozem,suelo1_litosol,suelo1_n_a,suelo1_fluvisol,suelo1_luvisol,suelo1_vertisol,suelo1_planosol,suelo1_histosol,suelo1_acrisol,suelo1_rendzina,suelo1_casta_ozem,suelo1_castanozem,suelo1_gleysol,suelo1_solonchak,suelo2_cambisol,suelo2_litosol,suelo2_vertisol,suelo2_feozem,suelo2_regosol,suelo2_n_a,suelo2_ninguno,suelo2_fluvisol,suelo2_andosol,suelo2_planosol,suelo2_luvisol,suelo2_gleysol,suelo2_rendzina,suelo2_acrisol,suelo2_chernozem,suelo2_castanozem,suelo2_histosol,suelo2_solonchak,usv_us_ath,usv_vn_be_p,usv_vn_bo,usv_vn_bp,usv_vn_bp_e,usv_vs_be,usv_us_ah,usv_ic_pzi,usv_vn_dv,usv_vs_bp,usv_ic_bc,usv_vn_pam,usv_vs_bo,usv_vn_be,usv_us_ar,usv_vs_bp_e,usv_vn_sva,usv_vs_be_p,usv_vn_ca,usv_vn_mc,usv_ic_pc,usv_vn_tul,usv_vn_ms,usv_vn_bmm,usv_vs_sbc,usv_vs_bmm,usv_vn_mdr,usv_ic_pmi,usv_vn_sbc,usv_vn_bg,usv_vs_bt,usv_vn_ph,sueloinifap_andosol_humico,sueloinifap_cambisol_humico,sueloinifap_regosol_eutrico,sueloinifap_feozem_haplico,sueloinifap_litosol,sueloinifap_cambisol_eutrico,sueloinifap_regosol_districo,sueloinifap_fluvisol_districo,sueloinifap_fluvisol_eutrico,sueloinifap_andosol_molico,sueloinifap_feozem_luvico,sueloinifap_na,sueloinifap_rendzina,sueloinifap_luvisol_cromico,sueloinifap_vertisol_pelico,sueloinifap_andosol_ocrico,sueloinifap_planosol_eutrico,sueloinifap_vertisol_cromico,sueloinifap_planosol_molico,sueloinifap_luvisol_ortico,sueloinifap_regosol_calcarico,sueloinifap_cambisol_cromico,sueloinifap_feozem_gleyico,sueloinifap_histosol_eutrico,sueloinifap_acrisol_humico,sueloinifap_feozem_calcarico,sueloinifap_castanozem_calcico,sueloinifap_cambisol_calcico_calcarico,sueloinifap_castanosem_haplico,sueloinifap_gleysol_molico,sueloinifap_solonchak_gleyico,sueloinifap_solonchak_molico
E-025,100,2844.98394525,60.2948691513,0.11859109705,0.0274045179286,994.006962367,19.6430872166,2.2509354538366892,1.21123352444025,105.27259062067007,0,181.67805978338498,0,0,0,0,0,0,957.2895071610532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1244.2401575650376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418.9903118458007,0,0,0,0,824.9429788545347,0,0.3068668647022611,0,0,0,0,0,0,0,568.4292572267418,362.5724905678847,0,52.63236720888778,260.6060425614867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,765.406914103766,0,0,0,0,0,0,0,0,18.519059249879344,0,0,0,0,0,460.3141842114289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E-029,101,2751.16142573,111.754675789,0.0885767861456,0.0377378115991,897.264898682,34.672286541,2.942881194813342,1.209686125114227,0,0,698.5195075261361,0,0,0,17.395544878131325,0,0,2446.1016066544034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1134.2968242665495,0,0,0,0,0,141.18770384454123,1528.560363735495,256.2857358156042,101.6860313963595,0,0,0,0,0,0,0,0,0,101.6860313963595,1784.846099551099,0,0,0,0,1134.2968242665495,0,0,141.18770384454123,0,0,0,0,0,0,1185.8439627490206,135.06545515177496,0,0.4109364893773215,294.1797539551916,0,0,145.95038973428007,0,0,0,0,0,0,409.3297164478801,991.2364445310878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1087.566612674861,0,0,0,0,0,0,0,183.3588440453323,0,0,0,0,1531.839135201295,0,0,103.61376841326444,255.63829872382308,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E-021,102,2653.63896098,89.6186031847,0.0530294037114,0.0318033111596,960.506081475,30.360890359,2.3667900575011407,0.8996369644510845,0,0,26.08803398083434,0,0,0,0,0,0,1928.5760651478108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.16956282319688,0,0,0,0,145.8674925630422,0,1783.6270437424246,0,0,0,0,0,0,0,0,0,0,0,0,0.2068349748712281,0,145.8674925630422,208.88333624748904,0,1599.706435343261,0,0,0,0,0,0,0,0,0,1035.53873532975,67.16974951691513,0,65.01979547338993,0,27.40459096054077,271.44604782103823,0,0,0,0,0,0,0,0,488.0851800270674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.65624210358268,0,0,0,0,0,0,0,0,0,0,0,0,1917.0078570251897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E-027,103,2848.00966604,76.6069548163,0.129568873294,0.032288523364,957.432823444,27.1444841478,2.02950774666765,1.1981303433776078,5.17108595660113,0,528.2962030044694,0,0,0,0,0,0,923.8718173210601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1377.9851853007458,0,0,79.35392098156781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364.8115981647924,0,0,0,0,1092.5275081175212,0,0,0,0,0,0,0,0,0,738.6199894425838,319.6693089644144,0,243.741497348705,137.28978952089116,0,0,0,0,0,0,0,0,0,0,18.018521005678153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1032.6437481779674,0,0,0,0,0,0,0,0,143.84891526984103,84.98245759942158,0,0,0,0,195.86398523500966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E-020,104,2667.09877042,109.916221099,0.0717690590879,0.0396573586282,976.659646427,41.6004054957,2.3682509933504194,0.9543984471080937,0,0,63.28134716820575,0,0,0,0,0,0,1338.8265557080206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.03181492515977,0,0,0,0,0,0,1369.0760879514423,0,0,0,0,0,0,0,0,0,0,0,0,17.717272932455117,0,0,258.88421263681624,0,1125.5064173073308,0,0,0,0,0,0,0,0,0,865.5954007705136,139.8097274921196,0,0,20.269641447701616,36.62811335354992,17.631799921064005,0,0,0,0,0,0,0,0,322.1732198914203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.48577801062615,0,0,0,0,0,0,0,0,0,0,0,0,1373.6221248657066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E-012,105,2498.99158605,155.826044241,0.0380446967002,0.0410855959098,904.240811516,103.390226972,1.7220553229212117,0.8423263272688494,97.84614379242683,0,246.81427955609635,0,0,0,44.94825658524776,0,0,2864.7418095448293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.402488437757246,0,0,1037.8788494207722,0,0,0,2194.0691516193956,0,0,0,0,0,0,0,0,0,0,1020.1643044050712,17.714545015701006,273.82298445983173,0,0,581.7493404436683,0,1360.8993151536527,0,0,0,0,0,0,0,0,0,1283.9341020949328,569.0037030694084,0,0,90.51109549787323,670.9927241103132,38.931271611106766,380.62615034913455,0,0,0,0,0,142.90621411945688,5.703374169136114,71.74185445709895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.47795768944196,0,0,997.7874205151729,0,0,0,0,0,0,0,0,0,2239.085111273434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E-024,106,2929.32545458,135.086010637,0.147945639606,0.0384967468022,979.20977079,16.9215014523,3.785237771188696,1.788195487459022,5.689502411323851,0,429.3197810861581,0,0,0,0,0,0,632.1839801868799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1067.1932636843228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,917.2457412301326,0,149.9475224541902,0,0,0,0,0,0,0,305.7913519918439,197.49344089865224,54.815363610206894,155.24284606715065,335.3820129449283,0,0,0,0,0,0,0,0,0,0,18.46824817152448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,971.908082553862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.2851811305288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E-014,107,2474.91659045,122.927267328,0.0368347299889,0.0366486171516,851.125605939,85.9036023225,2.607483385161526,2.297943615331388,816.6836092086414,0,236.2191105378492,116.5929726782966,0,0,105.78068271207606,0,0,3127.1638281631263,0,0,0,0,29.95454093085052,0,0,0,0,0,0,0,0,0,394.75657868064144,0,0,2460.624503383762,0,94.3574117124766,0,958.2632345869052,524.3930158731249,0,0,0,0,0,0,0,0,0,497.2700398421938,78.07046773253568,0,0,94.3574117124766,985.3862106178364,0,394.75657868064144,0,2382.5540356512265,0,0,0,0,0,0,0,1819.8901300947475,415.3774446825352,0,0,369.2206061945904,190.595650698091,19.336993041676937,1235.8702593009416,0,0,0,0,0,0,197.47048735195148,0,0,0,94.6904656064934,89.94270725999696,0,0,0,0,0,0,0,0,0,0,0,0,394.3139904385829,0,0,2666.136812169647,0,0,0,0,0,0,0,0,0,941.5067090077481,430.43723261501793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E-030,108,2581.8321252,49.7479409741,0.0209911224444,0.0158767549442,865.19454558,29.9913374811,1.8010482034447648,1.3394501403645411,431.9509693861438,0,0,0,0,0,501.4453199963648,0,0,1052.487723351037,0,0,0,135.58280061987915,0,0,0,0,0,0,0,0,0,0,0,0,0,304.5925431193279,0,0,637.0663309392422,365.4467037762987,0,814.3612355184974,0,0,0,0,0,0,0,0,0,576.4415345286877,365.4467037762987,0,0,0,0,0,237.91970098980966,304.5925431193279,637.0663309392422,0,0,0,0,0,0,739.6363941008067,0,0,0,0,0,0,115.81043985116844,0,0,0,0,0,0,1157.2095369983097,85.07236168656082,0,0,23.738080716286404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,636.9447545089207,0,325.68128793755966,0,0,385.29842541337484,0,0,489.5516194256321,0,283.99072606808744,0,0,0,0,0,0,0,0,0,0,0,0,0
E-033,109,2927.67828755,186.709916984,0.143189226206,0.0387099762215,942.435690073,12.5446369157,6.631096006790625,2.969683323930814,933.6643653714017,0,223.67044888075688,0,0,0,0,0,0,193.84676579476007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1065.5835654468015,0,0,112.06217377468226,0,0,0,173.53584082555267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1239.1194062723541,0,112.06217377468226,0,0,0,0,0,0,0,602.2409669855543,0,216.29662655316145,0,371.3569642446743,0,0,0,0,155.6122931547122,0,0,5.674729108798556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1051.4290470896676,0,0,0,0,0,0,0,0,0,125.82291683208082,0,0,173.92961612529584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E-032,110,2744.65013282,242.597372003,0.0882582227114,0.0731257009912,893.826705933,55.2945723713,2.6991365367417517,2.263690992297331,365.7789594445949,0,753.895585848153,0,0,0,688.3548675415069,0,0,1729.8481785414097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1242.4017062953,0,0,80.70480673007269,0,14.755930360091577,0,431.80219798546324,0,1768.2129500048118,0,0,0,0,0,0,0,0,0,585.1168298218726,430.17400201321453,0,14.755930360091577,0,0,1244.0299022675488,1183.096120182939,80.70480673007269,0,0,0,0,0,0,0,1399.6969711708596,143.10946845791602,352.40318070055525,0,148.63196103565338,49.68453467028425,0,101.68075446107069,0,17.129248689678768,0,0,0,0,1310.7782905664792,0,0,0,14.763181623314379,0,0,0,0,0,0,0,0,0,0,0,0,0,1206.3158148599987,0,0,0,0,0,0,0,0,0,52.942954588806145,0,0,443.5559278708533,0,0,645.265108895606,0,1189.797785160525,0,0,0,0,0,0,0,0,0,0,0,0,0
E-019,111,3012.89341135,194.194995352,0.164645848051,0.0348617014347,1088.16200867,54.4553596891,7.339222150230826,3.604908789771524,572.2586691230854,0,495.88918562218925,0,0,0,0,0,0,0.06428602353906401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,894.958887625633,0,0,0,0,0,0,173.2532531430982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1068.2121407687312,0,0,0,0,0,0,0,0,0,251.13590005892814,0,0,0,676.2351203094182,0,0,0,0,0,140.29429205000642,0,0,0.5468283504001376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,883.4698275611361,0,0,0,0,0,0,0,0,0,0,0,0,184.74231320759364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E-034,112,2829.03626556,168.718889123,0.134688898921,0.0366831684686,941.097886827,12.4233443496,5.611644899138442,2.8079942872491817,433.6774292872582,0,0,0,0,0,69.5215951318164,0,0,193.5542156054124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505.55802872679914,0,0,4.437003709752877,0,0,0,186.7582075880079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,692.316236314807,0,4.437003709752877,0,0,0,0,0,0,0,498.55935860192324,0,100.0973401064848,0,5.15118959841528,0,0,0,0,0,0,0,79.85751662372274,13.087835093964188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490.0223581395456,0,0,0,0,0,0,0,0,0,4.578052419092589,0,0,202.15282946591762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E-023,113,2899.53400518,219.984394009,0.133129611541,0.0653925794059,981.646678997,12.9676911452,4.321796397784689,2.676151445800524,415.45666689422694,0,709.8068451325056,0,0,0,0,0,0,1645.582265370833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2412.584591943353,0,0,0,0,0,0,358.26118545408576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1921.4311583700735,0,849.4146190273655,0,0,0,0,0,0,0,1202.8575725385358,230.88735910858824,479.228108153456,27.23380851795103,634.4606548610802,0,0,0,0,0,0,0,0,0,0,196.17827421787672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1565.7002836356053,0,0,0,0,0,0,0,0,0,0,0,0,305.6641403406196,0,899.4813534213375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E-016,114,2839.30604112,84.2752005418,0.123743881636,0.0204514355163,1143.36470301,39.676119422,3.3005419912136067,1.212771754493302,206.638368413239,0,469.8060816927065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384.4745797915033,0,0,0,0,0,0,291.96987031445525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291.96987031445525,0,384.4745797915033,0,0,0,0,0,0,0,0,0,417.25277497980477,94.26692876799225,0,108.68004943882477,56.24469691934475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394.2361796209756,0,0,0,0,0,0,0,0,0,0,0,0,282.20827048498944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E-022,115,2963.79424864,288.78419995,0.141962521576,0.0768608300394,1001.92158339,41.9492846726,4.073410686212164,2.555929105648624,906.8877201982962,0,1216.5998785835156,0,0,0,0,0,0,1293.5658316271388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2178.0269364986398,0,0,59.58654975394324,0,0,0,1179.439944156674,0,0,0,0,0,0,0,0,0,0,59.58654975394324,0,52.82734275446034,0,0,2.142638225479148,0,3272.8743586297114,0,29.622541045662775,0,0,0,0,0,0,0,949.8679159907301,214.73964011933745,671.5593515122973,46.0581827007876,1404.801995480755,0,0,0,0,0,130.026344604997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2131.7610875591467,0,0,67.93149493639783,0,0,0,0,0,0,0,0,0,1135.3141867673605,0,82.04666114600546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E-049,116,2557.27878449,124.312928425,0.0902663261391,0.0125581783952,1004.55239371,90.4983122447,2.4523953620285566,1.0951868546314913,0,0,0,0,0,0,0,0,0,2352.066040688036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007074624480112381,0,0,0,0,286.4023402271863,0,2065.606224635221,0.05040120113878005,0,0,0,0,0,0,0,0,0,760.3423271155783,0,0,0,286.4023402271863,1222.188776963434,0,83.13259638182737,0,0,0,0,0,0,0,0,0,668.0788883967125,0,0,0,0,620.6681699294002,317.06281258692763,746.2561697750598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2098.34675713119,253.5306969029367,0,0,0,0,0.1885866539502117,0,0,0,0,0,0,0,0,0,0,0,0
E-036,117,2774.93442135,162.75982363,0.114594854922,0.04429672907,950.313773415,31.6102845947,5.491061375701431,2.7615482358586965,604.2310431561722,0,0,0,0,0,83.53147694125563,0,0,453.1849229774918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,738.4000525766863,0,0,185.07091301612994,0,0,0,217.47647748208777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.07091301612994,955.876530058774,0,0,0,0,0,0,0,0,0,785.364965686133,0,23.507274601789575,0,0,0,0,0,0,0,0,0,0,331.91089342670284,0.16430936026807014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700.031434365274,0,0,203.87193143722277,0,0,0,0,0,0,0,0,0,237.04407727235628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E-013,118,2770.78088736,264.571698602,0.0999299264644,0.0669013396228,1038.78965326,123.846917837,3.6074522641578763,2.7298229088133823,1714.8479436751613,0,257.6863169549598,0,0,0,0,0,0,2535.919239944636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2572.2148410316,0,0,367.1332781498643,0,42.37090009614571,0,1526.7344812967265,0,0,0,0,0,0,0,0,0,0,367.1332781498643,0,2.6890581544031367,0,42.37090009614571,1113.2136631036833,0,2983.04660107024,0,0,0,0,0,0,0,0,0,1084.4726809435813,305.97967361924395,389.4402569433612,418.4349301960807,791.56616902783,435.77866598876835,0,327.17029445929984,0,54.0956479484148,203.6490327829457,0,0,222.22820214216966,0,233.13502752542377,0,0,42.502918997468946,0,0,0,0,0,0,0,0,0,0,0,0,0,2511.5741853054433,0,0,365.7540214217548,0,0,0,0,0,0,0,0,0,1631.1252938470943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E-015,119,2898.3706409,167.582402571,0.144101913209,0.0362716013693,1173.98521357,36.8815652323,4.010634329945301,3.014264714283846,676.5267249819549,0,489.93879706137227,0,0,0,0,0,0,42.458291266336694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,944.5907584914338,0,0,0,0,0,0,264.3330548182649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264.3330548182649,0,944.5907584914338,0,0,0,0,0,0,0,0,0,633.0175211603754,31.2821801777592,136.6104341246155,153.93709862199364,223.75323569903418,3.1324520843230133,0,0,0,0,27.19089144161151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949.5688512283547,0,0,0,0,0,0,0,0,0,0,0,0,259.3549620812886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E-018,120,3255.5451782,259.779713329,0.190268071102,0.0518945194172,1130.96572004,41.1661336963,5.3712033257937675,2.652849217865462,1314.5175214874107,0,5.778621973883201,0,0,0,0,0,0,5.975813266318427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1313.4983069913408,0,0,0,0,0,0,12.773649736408121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1326.271956727749,0,0,0,0,0,0,0,0,0,26.25023928292901,0,68.84753945009679,0,411.4751118951888,0,0,16.709638671854275,0,30.11168622241902,758.0434516404139,0,0,14.834289564708508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306.4835032731698,0,0,0,0,0,0,0,0,0,0,0,0,19.78845345453136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E-035,121,3055.30792148,323.675246539,0.164391565541,0.0712770674728,971.883827066,64.059058944,5.591513200336544,3.0908542094631035,2193.4231757793386,0,0,0,0,0,76.12827232944039,0,0,709.8676091984029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244.804983742663,0,0,265.07507995789064,0,0,0,373.0831128408346,0,96.45588076576738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265.07507995789064,2617.8880965834974,96.45588076576738,0,0,0,0,0,0,0,0,911.8571695190266,0,1234.7082962881443,0,0,0,17.89833116353915,39.29924313913938,0,0,409.923200138233,0,57.04095861128653,257.2003507674579,51.38179780565358,0,0,0,0.10970987468306692,0,0,0,0,0,0,0,0,0,0,0,0,0,2222.8284527563173,0,0,261.2149898945256,0,0,0,0,0,0,0,0,0,362.1451138807211,0,0,0,0,133.2305007755353,0,0,0,0,0,0,0,0,0,0,0,0,0
E-037,122,2905.08850144,303.297838696,0.120188876533,0.0693489876089,980.900600124,45.6280113793,4.889553845032895,3.136782989324171,1019.1836357471998,0,0,0,0,0,269.0754566702751,0,0,386.4731820423014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080.515445596717,0,0,294.2202052291235,0,0,0,299.9197504602836,0,0.07687317369255406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294.2202052291235,1380.4351960570007,0.07687317369255406,0,0,0,0,0,0,0,0,966.5665969818724,0,159.74853455761806,0,0,0,0.32011241534354207,103.27211161631821,0,0,35.801485773565545,0,0,349.0219371359896,60.00149597921944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1068.9704844219318,0,0,309.0258586428952,0,0,0,0,0,0,0,0,0,295.64531611992385,0,0,0,0,1.090615275079398,0,0,0,0,0,0,0,0,0,0,0,0,0
E-017,123,3442.17133956,114.273920551,0.239093473083,0.0143056711535,1213.18579102,30.5044469737,6.796060423730155,3.791023055537027,915.9214288766781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,915.9214288766036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,915.9214288766036,0,0,0,0,0,0,0,0,0,125.15705672929452,0,259.7146510590909,0,0,10.017501432961028,0,0,0,0,521.0322196553207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,915.9214288766416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E-050,124,2398.69417382,91.898604668,0.070764352338,0.0309859447987,900.313508407,122.098298239,1.651462623264033,0.877131073668614,27.087390488792835,0,155.33340446307633,0,0,0,0,0,0,3213.9998430964692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346.9530193636108,0,0,228.22249365721052,0,800.0397446306249,0,757.9825712143154,1263.2228091935417,0,0,0,0,0,0,0,0,0,1279.0061024916065,228.22249365721052,0,0,800.0397446306249,427.87941116657703,0,661.2728861132844,0,0,0,0,0,0,0,0,0,328.0091690129409,28.61972145660746,0,0,181.79241276285396,306.7902653642488,986.8896151024409,714.3837019691714,0,0,460.60152649288443,0,0,99.72043876774849,0,0,0,0,289.61378712003085,0,0,0,0,0,0,0,0,0,0,0,0,0,319.50935339496027,0,0,255.1151334449369,27.87209682476087,0,0,0,0,0,0,323.17462365882733,0,805.6402297293782,1665.1092009957365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E-038,125,2696.68837342,105.793364408,0.0812817949802,0.0388140537099,989.717807007,14.3454374117,3.472924494147259,2.015319111700543,62.84756136887453,0,14.414404994547246,0,0,0,35.524002004280284,0,0,782.1297624250229,0,57.82385391113155,0,0,0,0,0,0,0,0,0,0,0,0,154.65395697480628,0,0,256.00218326383447,0,0,0,542.0834444652311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256.00218326383447,696.7374014400374,0,0,0,0,0,0,0,0,0,910.0196506444846,0,0,0,0,0,0,0,0,0,0,0,0,0.23916040613926803,42.48077365326743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.36021698487227,0,0,269.5316798481749,0,0,0,0,0,0,0,0,0,552.847687870843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E-048,126,2831.85169217,201.040219203,0.151060699465,0.0435379478078,1191.71532164,64.3859342389,5.064979436440249,2.3628292046602932,807.5655105007669,0,857.0078591214519,0,0,0,0,0,0,604.5273495132193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1576.534883769134,0,0,0,0,0,0,692.5658353662386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.27850124167875,0,2175.822217893694,0,0,0,0,0,0,0,0,0,708.347456966885,473.5248276247943,251.3305225467659,0,157.58597162904474,515.3742318914954,0,0,0,0,4.31486462024639,0,0,158.6228438561653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1564.8089990998315,0,0,0,0,0,0,0,0,0,0,0,0,704.2917200354987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E-057,127,2842.69244851,159.671013922,0.164198216537,0.0335297919744,1202.27392578,54.2960245685,4.960988880956382,2.393615820065949,871.5059007067521,0,46.13742089076511,0,0,0,0,0,0,121.48748569335149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310.8792433801919,0,0,0,0,0,0,728.2515639106676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1039.1308072908596,0,0,0,0,0,0,0,0,0,765.9614629008303,119.11914945651405,117.93917629595863,0,0,0,0,0,0,0,0,0,36.11101863751915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308.8617374251576,0,0,0,0,0,0,0,0,0,0,0,0,730.2690698656392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E-058,128,2965.68393565,135.686262353,0.170586946763,0.0381587756547,1235.9200054,67.5972216455,4.986963159097192,2.1650725634459205,603.9855078782363,0,150.82272603103985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753.3871635281616,0,0,0,0,0,0,1.4210703810831424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,754.8082339092448,0,0,0,0,0,0,0,0,0,523.495340335272,2.2329605647030357,47.72347266562465,0,0,0,0,0,0,0,0,0,137.80582144259134,43.55063890108695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,754.0149214235541,0,0,0,0,0,0,0,0,0,0,0,0,0.7933124857022481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
